interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use,isDefault
11.691,5.0,11.90909091,9,0,0.0,49.6,19829.38462,721.0227273,576.8181818,1,B,5,1,0,10+ years,4,0
8.767,6.0,6.990909091,10,0,0.0,16.15384615,5245.0,869.1666667,745.0,1,A,3,0,0,3 years,8,0
5.852,11.0,19.22,19,0,0.0,56.96923077,33412.61538,620.4545455,572.7272727,2,A,3,1,0,1 year,4,0
18.249,10.0,25.86363636,21,0,0.0,46.84615385,10026.0,791.8181818,730.9090909,3,D,3,0,1,< 1 year,0,0
9.675,2.0,14.72727273,8,0,0.0,5.9,1009.846154,738.6363636,681.8181818,3,B,3,1,2,1 year,3,0
13.189,7.0,11.74090909,12,0,0.0,49.56923077,46225.84615,663.4090909,568.6363636,3,B,5,1,0,10+ years,4,0
8.253,3.0,17.49,16,0,0.0,70.32307692,14764.61538,833.1818182,769.0909091,3,B,3,0,0,8 years,0,1
10.791,6.0,19.06363636,15,0,0.0,90.46153846,21792.0,772.7272727,618.1818182,1,B,3,0,1,10+ years,0,0
24.85,2.0,12.11818182,7,1,1.0,42.80769231,1118.923077,846.3636364,725.4545455,0,E,3,1,0,8 years,8,0
7.282,,3.190909091,5,0,0.0,9.584615385,1977.692308,758.3333333,700.0,3,A,3,1,1,4 years,2,1
7.667,11.0,19.96363636,20,0,0.0,23.04615385,13564.0,869.3181818,695.4545455,3,A,3,1,0,9 years,2,0
10.791,7.0,19.55454545,19,1,1.0,52.66153846,11239.38462,837.5,670.0,3,B,3,1,0,10+ years,4,0
17.316,9.0,16.41,13,2,1.0,68.49230769,9991.692308,715.0,660.0,0,E,5,0,0,10+ years,4,0
13.33,7.0,15.89090909,18,0,0.0,59.2,16930.0,668.1818182,572.7272727,3,C,3,0,0,10+ years,0,0
17.622,5.0,25.82,8,0,0.0,74.58461538,19243.38462,769.1666667,710.0,5,C,5,2,0,5 years,0,0
14.289,4.0,23.92727273,11,0,0.0,52.44615385,14780.30769,699.2424242,645.4545455,0,C,5,0,0,2 years,0,0
8.239,1.0,11.58181818,6,0,0.0,59.8,16280.76923,705.6818182,564.5454545,3,A,3,1,1,5 years,4,0
4.788,6.0,4.66,11,0,0.0,12.70769231,5325.230769,967.2727273,829.0909091,2,A,3,2,0,2 years,0,0
15.39,3.0,1.292727273,7,0,0.0,17.65384615,1422.461538,669.2045455,617.7272727,0,C,5,2,0,,2,0
15.61,2.0,18.37,9,0,0.0,61.38461538,5218.153846,639.5454545,548.1818182,3,D,3,2,1,3 years,0,0
12.582,2.0,15.29,11,0,0.0,47.07692308,3645.384615,868.75,695.0,3,C,3,1,0,10+ years,2,0
13.255,9.0,24.87,18,0,0.0,66.8,30964.61538,763.75,705.0,0,C,5,1,0,10+ years,4,0
13.189,13.0,11.90454545,17,0,0.0,65.36923077,23017.0,675.0,540.0,0,C,3,1,0,4 years,0,0
18.205,2.0,13.04,5,0,0.0,97.67692308,6054.461538,805.0,690.0,3,D,3,2,2,10+ years,0,0
20.99,1.0,35.28,8,0,0.0,19.9,551.5384615,772.7272727,618.1818182,3,E,5,1,0,9 years,0,0
12.089,12.0,14.01,15,0,0.0,58.43076923,16313.53846,644.3181818,552.2727273,0,B,3,0,0,10+ years,0,0
6.048,8.0,5.776363636,17,0,0.0,20.4,9694.0,736.6666667,680.0,0,A,3,0,0,10+ years,0,0
7.51,,10.45,9,0,0.0,5.907692308,1886.0,872.0833333,805.0,0,A,3,2,2,,0,0
17.57,12.0,13.03,17,2,0.0,69.03076923,28103.38462,649.0909091,556.3636364,2,D,3,2,0,7 years,0,0
18.689,4.0,42.76363636,9,0,0.0,36.57692308,3163.384615,593.8636364,548.1818182,0,D,3,0,2,6 years,0,0
13.68,6.0,11.36,8,0,0.0,47.27692308,8012.307692,684.469697,631.8181818,0,C,3,0,1,6 years,0,0
14.292,9.0,27.0,11,0,0.0,85.50769231,18984.0,639.5454545,548.1818182,0,C,3,2,1,1 year,0,0
15.763,3.0,18.56454545,10,1,1.0,76.46153846,7521.0,755.6818182,604.5454545,0,C,5,1,1,9 years,0,0
14.049,6.0,33.98181818,12,0,0.0,42.10769231,14371.53846,995.4545455,796.3636364,0,D,5,2,1,10+ years,4,0
14.839,1.0,6.523636364,2,0,0.0,107.0769231,4640.0,837.5,670.0,3,C,3,1,2,10+ years,0,0
8.679,6.0,24.76363636,15,0,0.0,43.61538462,37936.15385,768.9393939,659.0909091,5,A,5,0,0,2 years,0,0
16.55,2.0,31.60363636,5,0,0.0,95.5,43918.0,900.0,720.0,3,D,5,2,1,10+ years,0,0
12.29,8.0,26.21,14,1,1.0,64.15384615,11783.07692,775.8333333,665.0,0,C,3,1,0,9 years,0,0
5.32,4.0,29.34545455,18,0,0.0,21.23076923,15195.0,782.3863636,625.9090909,3,A,3,2,1,6 years,0,0
10.087,3.0,16.03636364,7,0,0.0,69.04615385,8771.076923,668.1818182,572.7272727,2,B,3,0,1,1 year,0,0
18.06,2.0,12.54,7,1,1.0,21.34615385,4967.0,624.8863636,576.8181818,2,D,3,1,1,2 years,5,0
17.171,7.0,9.744545455,9,1,1.0,90.0,5606.461538,650.0,600.0,3,C,3,0,1,1 year,0,0
11.825,6.0,22.28181818,12,1,1.0,14.30769231,4845.0,797.7272727,736.3636364,0,B,3,2,1,3 years,0,0
14.168,7.0,13.68181818,17,1,0.0,18.46153846,4600.615385,903.6363636,774.5454545,0,C,5,0,0,10+ years,4,0
10.74,,11.93,12,0,0.0,28.06153846,6672.692308,840.9090909,672.7272727,2,B,3,2,0,7 years,0,0
15.59,2.0,23.83363636,10,1,1.0,50.53846154,5200.384615,654.9242424,604.5454545,2,C,5,0,0,10+ years,0,0
15.99,7.0,19.84545455,11,0,0.0,68.07692308,15005.84615,775.8333333,665.0,3,C,3,1,1,6 years,5,0
9.81,3.0,28.98,18,0,0.0,13.93846154,4729.846154,738.6363636,681.8181818,1,B,3,1,1,< 1 year,5,1
5.852,2.0,20.22545455,12,0,0.0,33.41538462,6021.230769,818.1818182,654.5454545,1,A,3,0,0,7 years,0,0
8.24,7.0,18.22727273,37,0,0.0,40.7,22506.92308,954.5454545,763.6363636,3,B,3,2,1,5 years,0,1
11.539,11.0,12.14,12,0,0.0,51.34615385,15284.76923,634.7727273,544.0909091,1,B,3,1,1,1 year,4,1
8.129,1.0,19.55454545,8,0,0.0,78.11538462,4689.230769,995.4545455,796.3636364,2,A,3,0,1,2 years,4,0
13.519,11.0,20.27,12,0,0.0,94.73076923,23987.0,634.7727273,544.0909091,3,C,3,1,0,10+ years,0,0
23.089,5.0,11.8,8,0,0.0,58.36923077,5257.846154,639.5454545,548.1818182,0,E,5,1,1,5 years,4,0
12.303,7.0,29.02727273,15,1,1.0,52.55384615,11214.23077,775.8333333,665.0,3,C,3,1,2,10+ years,5,1
5.751,7.0,18.79,12,0,0.0,46.5,18750.46154,806.8181818,645.4545455,3,A,3,2,0,10+ years,0,0
14.049,3.0,28.98545455,4,0,0.0,92.5,81528.46154,689.3939394,636.3636364,0,D,5,1,1,2 years,0,0
7.101,4.0,13.60636364,9,0,0.0,66.92307692,6188.076923,878.1818182,752.7272727,3,A,3,2,1,1 year,4,0
14.839,3.0,17.53090909,25,0,0.0,13.6,3056.307692,731.25,675.0,3,C,5,0,0,10+ years,2,1
18.689,2.0,31.60909091,7,0,0.0,94.33846154,3838.846154,821.3636364,758.1818182,0,D,5,1,1,< 1 year,0,0
8.991,7.0,16.39,10,0,0.0,50.76923077,14229.23077,758.3333333,650.0,3,B,3,2,0,,4,0
16.074,6.0,16.38181818,12,1,1.0,84.34615385,9278.076923,663.4090909,568.6363636,0,D,5,1,0,2 years,0,0
18.689,3.0,19.69090909,8,0,0.0,87.1,11072.92308,799.1666667,685.0,2,D,3,1,0,6 years,0,0
13.189,2.0,34.53,6,0,0.0,41.4,9274.0,863.3333333,740.0,0,C,3,2,1,5 years,0,0
21.897,,15.63636364,9,0,0.0,84.27692308,20219.07692,654.9242424,604.5454545,2,G,5,2,1,5 years,0,0
10.99,1.0,19.5,5,1,1.0,59.4,1369.846154,775.8333333,665.0,3,B,3,2,2,2 years,2,0
20.075,3.0,16.54545455,9,0,0.0,62.3,5696.307692,862.5,690.0,3,D,3,0,0,1 year,0,0
14.069,3.0,21.73,8,8,3.0,13.38461538,2558.0,839.0909091,774.5454545,3,C,3,1,2,10+ years,2,0
8.244,4.0,17.32727273,7,0,0.0,51.96923077,3700.307692,715.0,660.0,3,B,3,0,1,5 years,0,0
16.115,4.0,27.94909091,9,3,0.0,62.58461538,2940.923077,772.7272727,618.1818182,3,C,3,1,0,10+ years,0,0
13.882,7.0,17.28,13,0,0.0,25.7,10365.0,947.7272727,758.1818182,4,C,5,0,1,1 year,4,0
26.77,6.0,14.44,11,0,0.0,62.0,20607.0,791.8181818,730.9090909,0,G,5,2,0,10+ years,0,0
7.667,4.0,13.67181818,5,0,0.0,82.5,10557.69231,954.5454545,763.6363636,1,A,3,1,1,5 years,0,0
6.615,6.0,11.64,7,0,0.0,28.3,8923.846154,673.6363636,621.8181818,3,A,3,0,0,8 years,5,0
8.998,7.0,15.18,21,0,0.0,22.1,10133.84615,763.75,705.0,3,B,3,2,0,10+ years,0,0
7.173,1.0,16.17,15,0,0.0,30.69230769,2976.0,875.0,750.0,2,A,3,2,0,10+ years,0,0
7.551,4.0,21.86,39,0,0.0,2.369230769,34938.46154,848.4848485,727.2727273,3,B,5,0,0,10+ years,7,0
12.29,4.0,10.44818182,9,0,0.0,98.42307692,16206.0,968.1818182,774.5454545,2,C,3,0,0,10+ years,0,0
12.897,4.0,18.54,8,0,0.0,52.7,9434.0,793.3333333,680.0,0,C,3,2,1,2 years,0,1
10.087,6.0,30.44727273,12,0,0.0,73.66153846,12745.38462,747.5,690.0,3,B,3,2,1,10+ years,0,0
11.39,4.0,8.582727273,9,0,0.0,14.8,11781.23077,1063.636364,850.9090909,1,B,3,1,0,1 year,0,0
11.99,7.0,17.55818182,9,0,0.0,56.4,21192.76923,695.4545455,556.3636364,3,C,3,0,0,3 years,0,0
12.089,8.0,15.73090909,10,1,0.0,89.30769231,13666.15385,825.0,660.0,0,B,3,1,0,10+ years,0,0
8.253,6.0,11.25818182,12,1,1.0,49.10769231,14581.15385,856.8181818,790.9090909,0,B,3,0,0,10+ years,5,0
10.99,8.0,22.15454545,11,1,1.0,67.0,9807.538462,770.0,660.0,0,B,3,0,1,10+ years,4,0
13.66,4.0,11.66,9,0,0.0,51.69230769,7177.692308,865.4545455,741.8181818,0,C,3,1,0,10+ years,0,0
10.782,7.0,37.87636364,8,0,0.0,96.23076923,67001.53846,755.6818182,604.5454545,0,B,3,1,2,< 1 year,4,1
23.013,10.0,9.3,10,0,0.0,45.6,6113.692308,680.1136364,544.0909091,0,F,5,2,1,4 years,5,1
9.891,9.0,9.073636364,16,2,1.0,87.44615385,14338.15385,650.0,600.0,0,B,3,1,0,6 years,2,0
7.139,6.0,24.25090909,17,0,0.0,30.09230769,11797.0,929.0909091,796.3636364,0,A,3,1,2,4 years,4,0
23.089,3.0,6.89,7,0,0.0,74.1,10518.46154,630.0,540.0,0,E,5,2,0,10+ years,0,0
10.99,3.0,6.987272727,5,0,0.0,93.57692308,5921.0,639.5454545,548.1818182,0,B,3,1,0,10+ years,0,0
13.66,12.0,22.37,16,0,0.0,86.12307692,23402.61538,680.1136364,544.0909091,0,C,3,2,0,6 years,0,0
10.83,,4.872727273,5,0,0.0,38.76923077,7020.0,827.2727273,763.6363636,0,B,3,0,1,3 years,5,0
15.389,5.0,11.31818182,7,1,0.0,77.90769231,18304.0,742.0833333,685.0,0,C,3,1,1,10+ years,5,0
10.99,4.0,20.35636364,8,1,1.0,47.81538462,3587.307692,585.0,540.0,0,B,3,2,1,,4,1
13.491,3.0,14.95454545,17,0,0.0,32.3,2911.153846,736.3636364,589.0909091,0,C,3,0,1,< 1 year,0,0
23.1,4.0,9.74,4,0,0.0,91.32307692,5007.692308,680.1136364,544.0909091,0,E,3,0,1,1 year,4,0
21.989,3.0,29.57272727,6,0,0.0,98.0,15674.0,616.0227273,568.6363636,0,D,5,1,2,7 years,0,1
18.441,11.0,9.07,12,0,0.0,101.8846154,13129.84615,750.0,600.0,0,E,5,1,0,2 years,4,1
13.99,5.0,27.43636364,13,0,0.0,23.2,7886.538462,916.3636364,785.4545455,0,C,3,1,1,5 years,0,1
8.998,15.0,34.59,27,0,0.0,84.92307692,110528.0769,742.0833333,685.0,0,B,3,2,0,10+ years,0,0
11.14,5.0,12.78181818,8,0,0.0,77.63076923,13814.76923,639.5454545,548.1818182,0,B,3,0,0,10+ years,0,0
10.49,3.0,15.19363636,8,0,0.0,48.7,8758.846154,737.1212121,631.8181818,0,B,3,1,0,3 years,4,0
5.32,2.0,9.709090909,18,0,0.0,2.046153846,729.0,763.6363636,654.5454545,0,A,3,0,1,4 years,0,0
13.662,,13.00909091,9,0,0.0,52.01538462,19342.61538,710.7954545,568.6363636,0,B,3,2,1,3 years,0,0
11.151,4.0,17.65454545,4,0,0.0,92.1,26476.15385,742.0833333,685.0,0,C,3,1,1,10+ years,0,0
13.189,3.0,10.27,8,0,0.0,82.49230769,11938.84615,752.9166667,695.0,0,C,5,0,0,8 years,0,0
20.339,6.0,20.83909091,20,0,0.0,55.38461538,20974.15385,684.469697,631.8181818,0,E,5,1,0,< 1 year,0,0
18.799,2.0,0.627272727,14,0,0.0,8.884615385,480.0,680.1136364,544.0909091,0,D,3,0,1,10+ years,5,1
14.99,4.0,4.704545455,8,0,0.0,25.38461538,7252.0,821.3636364,758.1818182,0,C,3,2,1,2 years,5,0
19.03,3.0,10.70181818,5,0,0.0,49.66153846,9365.769231,903.6363636,774.5454545,0,D,5,2,1,10+ years,0,0
7.101,1.0,6.332727273,6,0,0.0,7.476923077,2118.0,720.4166667,665.0,0,A,3,2,0,5 years,2,0
11.03,,21.12,4,0,0.0,105.1153846,33789.23077,834.1666667,715.0,0,C,3,0,1,10+ years,4,0
10.78,5.0,27.53,11,0,0.0,51.78461538,56608.61538,784.0909091,627.2727273,0,B,3,1,0,10+ years,4,0
10.99,4.0,11.22545455,7,0,0.0,61.92307692,13842.46154,682.5,585.0,0,B,3,0,0,5 years,0,0
18.997,,11.38909091,8,0,0.0,103.9230769,6683.076923,831.25,665.0,0,D,3,0,1,4 years,0,1
10.791,7.0,8.063636364,8,1,1.0,60.73846154,26614.61538,630.0,540.0,2,B,3,1,0,< 1 year,0,0
12.584,9.0,27.45,20,0,0.0,65.16923077,59120.92308,805.0,690.0,3,B,3,2,0,2 years,4,0
16.59,3.0,31.44,10,1,1.0,57.92307692,10025.76923,785.9090909,725.4545455,2,D,3,1,0,7 years,0,0
16.841,7.0,26.21,11,1,1.0,53.41538462,8885.538462,695.4545455,556.3636364,0,C,3,2,1,,4,1
10.908,,11.43,9,0,0.0,72.0,29471.0,692.0454545,593.1818182,5,B,5,2,0,,5,0
8.991,12.0,20.70545455,19,0,0.0,67.56923077,54311.38462,795.4545455,636.3636364,3,B,3,2,0,3 years,0,0
12.69,4.0,34.40727273,9,0,0.0,92.53846154,14760.0,913.6363636,730.9090909,4,C,5,0,0,10+ years,0,0
7.689,7.0,12.12727273,17,0,0.0,23.63076923,18111.69231,768.9393939,659.0909091,1,A,3,0,0,2 years,0,0
11.825,5.0,26.11,20,0,0.0,17.44615385,9729.230769,829.5454545,663.6363636,0,B,5,0,0,10+ years,4,1
12.089,2.0,25.72727273,5,0,0.0,84.64615385,39639.23077,726.1363636,580.9090909,3,B,3,1,1,10+ years,4,0
10.49,8.0,27.19636364,30,0,0.0,64.72307692,11997.69231,689.3939394,636.3636364,1,B,3,1,1,3 years,0,0
13.49,5.0,23.48,16,0,0.0,25.63076923,10030.0,967.2727273,829.0909091,2,C,3,2,0,3 years,0,0
15.928,5.0,20.21,10,0,0.0,87.32307692,19294.0,602.7272727,556.3636364,3,C,3,2,1,1 year,5,0
9.99,4.0,17.16545455,9,0,0.0,59.87692308,12168.0,742.4242424,636.3636364,2,B,3,2,1,2 years,4,0
13.99,,19.92727273,9,0,0.0,65.35384615,14839.38462,772.7272727,618.1818182,3,C,3,1,1,10+ years,0,0
24.695,11.0,32.76,19,1,1.0,51.23076923,20583.0,630.0,540.0,0,F,5,1,0,9 years,0,1
17.171,9.0,12.56727273,12,0,0.0,49.29230769,11592.92308,761.3636364,609.0909091,3,D,3,1,1,< 1 year,0,0
13.041,8.0,31.75636364,14,0,0.0,41.03076923,24645.0,862.7272727,796.3636364,2,C,5,1,0,2 years,0,0
6.606,3.0,15.37272727,10,0,0.0,37.26153846,10931.07692,875.0,750.0,2,A,3,0,0,10+ years,7,0
8.9,,14.11636364,14,0,0.0,69.11538462,19515.0,704.1666667,650.0,3,A,3,2,1,10+ years,0,0
11.55,6.0,12.83636364,17,1,1.0,71.72307692,19045.38462,947.7272727,758.1818182,3,B,3,0,0,5 years,4,0
20.889,13.0,26.71363636,26,0,0.0,47.49230769,44902.15385,852.7272727,730.9090909,0,D,3,2,0,5 years,0,1
10.15,2.0,4.94,12,0,0.0,6.0,2481.230769,748.4848485,690.9090909,2,B,3,0,1,2 years,10,0
12.99,5.0,6.01,7,0,0.0,75.57692308,9174.0,758.3333333,700.0,2,B,3,2,0,10+ years,4,0
15.31,2.0,35.05,9,0,0.0,93.90769231,8552.307692,975.0,780.0,3,C,3,1,0,10+ years,4,0
12.74,2.0,1.472727273,2,0,0.0,60.30769231,2324.307692,807.0833333,745.0,3,C,3,1,1,2 years,0,0
12.39,5.0,30.07636364,9,1,1.0,41.44615385,6629.538462,822.5,705.0,0,C,3,2,1,7 years,0,1
10.087,4.0,18.77,9,0,0.0,94.0,52430.76923,779.5454545,668.1818182,0,B,3,1,0,8 years,0,1
21.7,6.0,26.61818182,14,0,0.0,56.0,11039.53846,772.7272727,618.1818182,3,E,3,2,0,10+ years,5,0
22.55,4.0,17.61,8,0,0.0,74.1,12139.61538,715.0,660.0,5,E,5,1,0,10+ years,2,0
17.171,9.0,30.84545455,14,0,0.0,52.0,18531.92308,639.5454545,548.1818182,3,D,3,1,1,10+ years,4,0
5.841,11.0,11.96,18,0,0.0,35.86153846,21526.15385,807.0833333,745.0,2,A,3,1,1,< 1 year,0,0
15.993,8.0,15.93636364,12,0,0.0,91.86153846,37968.0,890.9090909,763.6363636,3,D,3,2,0,3 years,0,0
7.551,8.0,14.96727273,25,0,0.0,24.98461538,17112.0,741.4772727,593.1818182,3,A,3,0,0,< 1 year,0,0
15.1,6.0,8.410909091,14,1,1.0,61.2,7293.230769,780.0,720.0,1,C,3,2,1,,0,0
16.29,7.0,10.64454545,19,0,0.0,28.0,21004.0,839.0909091,774.5454545,1,D,5,1,1,2 years,0,0
4.788,8.0,5.506363636,13,0,0.0,18.2,15686.0,1056.818182,845.4545455,1,A,3,0,1,4 years,0,0
8.18,4.0,12.75272727,8,0,0.0,73.75384615,8773.692308,589.4318182,544.0909091,3,B,3,1,1,1 year,4,0
14.289,13.0,20.99,17,1,0.0,35.53846154,9452.153846,865.4545455,741.8181818,0,C,3,0,0,8 years,0,1
13.519,4.0,12.51,12,1,1.0,69.13846154,14871.92308,685.2272727,548.1818182,0,C,5,2,0,5 years,0,0
20.889,5.0,19.0,10,0,0.0,91.7,16871.0,598.2954545,552.2727273,5,E,5,1,2,6 years,0,0
11.44,2.0,10.8,12,0,0.0,98.65384615,6243.0,725.8333333,670.0,1,B,3,2,0,6 years,0,0
10.341,9.0,8.067272727,10,0,0.0,82.92307692,19278.0,906.8181818,725.4545455,3,B,5,2,1,2 years,4,0
10.42,3.0,4.761818182,11,0,0.0,5.076923077,2556.923077,921.8181818,850.9090909,0,B,5,1,2,< 1 year,6,0
8.01,2.0,24.3,12,0,0.0,67.4,10379.38462,968.1818182,774.5454545,3,A,3,0,1,2 years,4,0
8.67,5.0,13.39636364,12,0,0.0,16.8,6393.461538,906.25,725.0,3,B,3,2,0,10+ years,0,0
14.883,5.0,14.76,16,0,0.0,31.98461538,4191.692308,649.0909091,556.3636364,3,B,3,0,0,10+ years,0,0
10.989,3.0,23.75,17,0,0.0,49.5,11913.23077,954.5454545,763.6363636,2,B,3,0,0,3 years,0,0
10.99,8.0,14.24,10,0,0.0,70.6,8682.0,680.1136364,544.0909091,0,B,3,1,2,5 years,0,1
5.427,2.0,23.77,15,0,0.0,11.4,5926.307692,904.1666667,775.0,0,A,3,0,0,3 years,8,0
21.989,12.0,10.12090909,20,0,0.0,36.73846154,27616.61538,913.6363636,730.9090909,0,E,5,2,1,5 years,0,0
10.503,7.0,26.53090909,24,1,0.0,15.1,6133.076923,875.0,700.0,0,B,3,1,2,,0,1
11.53,6.0,24.25090909,11,2,1.0,41.53846154,3316.0,690.3409091,552.2727273,2,B,3,2,0,7 years,0,0
13.041,3.0,13.89272727,7,0,0.0,75.41538462,16309.61538,818.1818182,654.5454545,3,C,3,2,0,10+ years,4,0
12.672,3.0,17.12454545,9,0,0.0,89.53846154,10365.38462,871.8181818,747.2727273,1,C,3,2,1,1 year,0,0
20.205,1.0,18.73636364,5,0,0.0,91.53846154,4575.846154,920.4545455,736.3636364,3,E,3,1,0,10+ years,5,0
11.0,,5.36,4,0,0.0,14.32307692,2028.0,1077.272727,861.8181818,1,B,5,2,2,10+ years,9,0
11.53,5.0,34.99,13,0,0.0,96.92307692,34602.0,763.75,705.0,0,B,5,0,1,9 years,4,1
8.253,1.0,11.47909091,6,0,0.0,75.92307692,3252.692308,763.75,705.0,3,B,3,1,1,< 1 year,4,0
13.185,4.0,22.51636364,7,0,0.0,72.8,6587.076923,649.0909091,556.3636364,0,C,3,0,0,10+ years,0,1
17.57,9.0,26.81454545,10,0,0.0,46.15384615,7396.615385,825.0,660.0,0,D,3,0,1,8 years,5,0
11.151,6.0,33.99090909,11,0,0.0,44.4,50171.53846,687.2727273,589.0909091,1,C,5,1,0,10+ years,4,0
11.67,3.0,12.96818182,7,0,0.0,54.69230769,28609.53846,677.7272727,580.9090909,5,B,5,0,0,10+ years,0,0
13.33,9.0,35.38909091,29,0,0.0,41.9,20989.23077,940.9090909,752.7272727,0,C,5,0,1,10+ years,0,1
7.24,4.0,21.67272727,7,0,0.0,107.3076923,33934.15385,900.0,720.0,3,A,3,2,0,4 years,4,0
7.689,5.0,6.010909091,15,1,0.0,23.63076923,9430.0,785.4166667,725.0,3,A,3,1,0,6 years,2,0
5.852,5.0,16.93636364,12,0,0.0,34.5,7613.846154,768.9393939,659.0909091,1,A,3,1,2,10+ years,4,0
8.9,4.0,15.48,14,0,0.0,34.61538462,25157.53846,810.8333333,695.0,3,A,3,2,1,3 years,0,0
9.009,1.0,25.59,6,0,0.0,90.92307692,19539.23077,850.0,680.0,1,A,3,0,0,7 years,0,0
8.019,,13.63090909,5,0,0.0,36.0,9633.461538,735.0,630.0,3,A,3,2,1,< 1 year,4,0
15.389,4.0,10.74545455,4,0,0.0,77.53846154,15156.0,772.7272727,618.1818182,2,C,3,1,1,10+ years,1,0
20.39,1.0,19.22727273,5,0,0.0,34.43076923,1888.923077,654.9242424,604.5454545,2,D,3,2,1,< 1 year,0,0
7.964,3.0,13.74545455,9,0,0.0,46.73846154,11289.0,674.6212121,622.7272727,3,A,3,1,0,4 years,0,0
9.537,8.0,34.01454545,13,0,0.0,63.3,36882.0,787.5,675.0,3,B,3,2,2,,4,0
14.65,5.0,14.32,12,0,0.0,67.1,5854.153846,650.0,600.0,3,C,3,1,0,4 years,0,0
6.219,,13.25,9,0,0.0,54.9,11524.15385,856.8181818,790.9090909,3,A,3,1,0,5 years,0,0
17.86,3.0,2.888181818,7,0,0.0,99.83076923,22241.53846,846.3636364,725.4545455,1,D,5,1,0,10+ years,4,0
6.72,9.0,8.402727273,21,0,0.0,20.58461538,33048.61538,738.6363636,681.8181818,3,A,3,0,0,< 1 year,0,0
6.741,5.0,6.730909091,7,0,0.0,59.35384615,13639.0,705.6818182,564.5454545,3,A,3,2,0,10+ years,2,0
18.205,3.0,18.69,4,1,1.0,66.87692308,2236.615385,654.9242424,604.5454545,1,D,3,0,1,10+ years,0,0
11.99,2.0,21.19,7,0,0.0,48.2,12676.15385,674.6212121,622.7272727,3,B,3,2,0,5 years,4,0
7.986,9.0,8.03,11,0,0.0,53.9,12309.23077,893.75,715.0,0,A,3,1,1,1 year,0,0
9.891,7.0,19.23,14,0,0.0,65.69230769,22687.38462,954.5454545,763.6363636,3,B,3,2,0,3 years,4,0
10.637,2.0,3.559090909,7,0,0.0,43.72307692,4183.0,795.4545455,681.8181818,3,B,3,0,0,10+ years,0,0
16.489,2.0,10.81818182,7,0,0.0,77.86153846,1558.307692,602.7272727,556.3636364,0,C,3,1,1,2 years,0,1
17.091,4.0,9.891818182,9,1,1.0,52.55384615,5137.846154,589.4318182,544.0909091,0,E,5,2,1,5 years,0,1
11.47,9.0,35.24727273,14,0,0.0,60.4,8824.0,585.0,540.0,3,B,3,2,2,10+ years,0,0
11.44,4.0,6.725454545,7,1,1.0,62.53846154,13261.15385,981.8181818,785.4545455,3,B,3,1,0,10+ years,0,0
11.421,3.0,32.69454545,6,1,0.0,91.5,9332.307692,825.0,660.0,0,C,3,1,1,8 years,4,1
13.519,9.0,15.10363636,15,0,0.0,35.4,9563.076923,809.5454545,747.2727273,3,C,3,1,1,7 years,4,0
11.241,8.0,13.42636364,17,0,0.0,46.9,28406.0,742.4242424,636.3636364,0,B,3,1,0,10+ years,0,1
15.61,10.0,25.62545455,15,0,0.0,26.76923077,6876.0,837.5,670.0,0,D,3,1,1,10+ years,5,1
8.991,2.0,20.93727273,12,0,0.0,62.9,9922.153846,598.2954545,552.2727273,2,B,5,1,0,4 years,4,0
16.425,6.0,28.99636364,14,0,0.0,65.42307692,20089.61538,791.8181818,730.9090909,1,D,5,1,2,8 years,4,0
17.171,1.0,4.372727273,5,0,0.0,10.38461538,166.1538462,761.3636364,609.0909091,0,C,5,1,2,10+ years,2,0
13.189,5.0,5.506363636,10,0,0.0,31.29230769,4825.846154,840.9090909,672.7272727,2,B,3,2,2,10+ years,0,0
14.46,1.0,35.57454545,21,0,0.0,38.42307692,7994.0,715.9090909,572.7272727,0,C,5,1,1,2 years,0,1
14.47,5.0,14.67818182,9,0,0.0,69.8,11878.46154,758.3333333,650.0,4,C,5,2,0,,2,0
8.239,6.0,18.97,19,0,0.0,35.1,50758.84615,678.0681818,625.9090909,3,A,3,2,0,< 1 year,0,0
21.672,1.0,4.872727273,2,0,0.0,98.0,14700.0,941.8181818,807.2727273,0,F,5,2,0,10+ years,9,0
12.705,4.0,9.867272727,10,1,1.0,65.16923077,11203.38462,821.3636364,758.1818182,0,B,3,0,0,2 years,0,0
16.841,4.0,10.28454545,6,0,0.0,81.80769231,12245.53846,801.1363636,640.9090909,0,C,3,2,0,10+ years,0,1
14.895,2.0,32.07272727,6,0,0.0,98.88461538,8028.461538,897.2727273,769.0909091,3,D,3,0,2,10+ years,3,0
7.75,,0.0,3,0,,13.03076923,5028.0,927.7272727,856.3636364,0,A,3,0,1,6 years,3,1
9.378,23.0,27.68,25,0,0.0,69.0,177284.3077,752.9166667,695.0,0,B,5,2,2,1 year,0,1
12.582,8.0,26.98181818,9,1,0.0,87.0,20283.0,761.3636364,609.0909091,0,C,3,2,0,,0,1
13.041,2.0,21.80727273,3,1,1.0,35.53846154,12532.15385,755.6818182,604.5454545,3,C,3,1,2,1 year,5,0
14.289,3.0,11.46,9,1,0.0,32.67692308,7513.0,900.0,720.0,3,C,3,0,2,8 years,0,0
14.685,7.0,23.65,13,0,0.0,30.47692308,17425.0,922.7272727,790.9090909,1,C,5,1,0,10+ years,0,0
