total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,post_code,region,debt_loan_ratio,app_type,isDefault
9090.909091,3,9.99,322.63,B,政府机构,金融业,2 years,0,4,245,26,12.03,0,0
19090.90909,5,13.739,472.35,B,幼教与中小学校,采矿业,10+ years,0,4,89,3,9.687272727,0,0
1400.0,3,11.44,46.13,B,世界五百强,金融业,< 1 year,0,2,437,15,24.73636364,0,0
19636.36364,3,11.814,587.09,B,普通企业,制造业,2 years,2,0,124,13,14.93454545,0,0
36572.72727,3,9.16,1068.59,B,普通企业,住宿和餐饮业,2 years,0,0,189,9,11.83636364,0,0
2272.727273,3,10.99,81.84,B,政府机构,住宿和餐饮业,10+ years,0,4,412,13,17.40909091,0,0
15000.0,3,14.289,505.34,C,上市企业,房地产业,9 years,0,4,85,19,29.66181818,1,1
12000.0,3,10.503,436.36,B,普通企业,建筑业,10+ years,0,0,112,23,10.73454545,0,0
20000.0,5,17.568,524.56,E,普通企业,信息传输、软件和信息技术服务业,6 years,0,4,194,38,11.74,0,0
28636.36364,5,20.889,907.73,E,普通企业,建筑业,< 1 year,2,4,4,3,13.92545455,0,0
16363.63636,5,9.441,386.81,B,普通企业,批发和零售业,10+ years,0,0,622,7,21.33818182,0,0
14727.27273,3,9.009,565.64,A,幼教与中小学校,房地产业,10+ years,0,0,370,13,13.64545455,0,0
12000.0,3,11.67,396.69,B,普通企业,文化和体育业,5 years,2,0,83,15,6.501818182,0,0
23563.63636,5,19.789,548.39,D,上市企业,农、林、牧、渔业,10+ years,0,0,153,11,16.82181818,0,0
37877.27273,5,27.34,985.19,F,普通企业,信息传输、软件和信息技术服务业,10+ years,0,0,589,24,16.81363636,0,1
4363.636364,3,13.59,135.92,C,普通企业,制造业,9 years,0,7,281,2,1.590909091,0,0
15709.09091,3,18.689,684.44,D,普通企业,采矿业,10+ years,0,6,342,21,16.41272727,0,0
17727.27273,3,7.362,471.3,B,政府机构,信息传输、软件和信息技术服务业,10+ years,0,0,114,13,28.97,0,0
4545.454545,3,10.341,164.86,B,幼教与中小学校,房地产业,10+ years,0,0,441,9,19.37454545,0,0
7090.909091,3,7.101,187.72,A,幼教与中小学校,电力、热力生产供应业,10+ years,0,5,162,2,14.46545455,0,0
4136.363636,3,14.421,118.12,B,政府机构,电力、热力生产供应业,1 year,1,3,129,30,20.23,0,0
5727.272727,3,11.466,234.99,C,幼教与中小学校,住宿和餐饮业,10+ years,0,5,495,14,12.58909091,0,0
19800.0,3,16.841,631.94,C,普通企业,批发和零售业,1 year,0,1,483,3,19.83272727,0,0
12600.0,3,8.789,394.79,A,普通企业,金融业,10+ years,0,0,515,47,64.12,1,0
8181.818182,3,12.529,296.32,B,上市企业,农、林、牧、渔业,10+ years,1,0,104,23,15.16,0,0
4545.454545,3,18.891,188.35,E,世界五百强,信息传输、软件和信息技术服务业,10+ years,1,4,304,8,20.34545455,0,0
8000.0,3,6.273,246.91,A,普通企业,国际组织,,1,4,641,13,16.63636364,0,0
9454.545455,3,8.775,334.36,B,政府机构,信息传输、软件和信息技术服务业,< 1 year,0,4,488,24,20.62909091,0,0
19636.36364,5,14.663,412.61,C,上市企业,住宿和餐饮业,6 years,1,0,340,14,22.30363636,0,1
2000.0,3,12.88,67.28,C,普通企业,住宿和餐饮业,9 years,0,9,2,2,19.15363636,0,0
11000.0,5,15.037,254.08,C,幼教与中小学校,文化和体育业,< 1 year,1,4,480,8,25.69090909,0,0
13090.90909,3,9.009,377.09,A,政府机构,电力、热力生产供应业,5 years,0,0,575,32,13.03636364,0,0
13000.0,5,30.99,428.54,G,普通企业,房地产业,3 years,1,0,265,7,36.69818182,0,1
8727.272727,3,17.991,297.27,E,普通企业,电力、热力生产供应业,5 years,1,0,195,38,33.0,0,0
4545.454545,3,7.49,155.51,A,普通企业,建筑业,6 years,1,2,185,3,5.563636364,0,0
12272.72727,3,7.029,458.99,A,上市企业,房地产业,10+ years,2,4,629,20,16.85454545,0,0
13090.90909,3,18.18,536.63,E,普通企业,批发和零售业,10+ years,0,0,165,17,13.47545455,0,0
12500.0,3,5.32,376.44,A,政府机构,公共服务、社会组织,4 years,0,0,553,27,34.03636364,0,0
7506.818182,3,19.99,340.93,D,普通企业,批发和零售业,9 years,0,0,368,3,22.65545455,0,1
15709.09091,3,9.99,464.58,B,普通企业,住宿和餐饮业,10+ years,0,0,344,2,16.47,0,0
8836.363636,5,18.689,268.35,D,政府机构,文化和体育业,< 1 year,1,0,103,36,26.78727273,0,0
21818.18182,5,12.74,542.89,C,政府机构,电力、热力生产供应业,10+ years,0,2,147,26,3.218181818,0,1
9409.090909,5,15.28,275.28,D,政府机构,电力、热力生产供应业,5 years,1,5,414,0,11.81454545,0,0
28000.0,3,6.49,858.05,A,世界五百强,信息传输、软件和信息技术服务业,5 years,0,0,391,0,9.463636364,0,0
9090.909091,3,7.101,312.86,A,高等教育机构,电力、热力生产供应业,8 years,0,5,19,14,8.443636364,0,0
22727.27273,5,15.426,623.2,D,普通企业,制造业,2 years,0,2,408,14,36.19636364,0,0
12272.72727,5,22.941,444.59,E,普通企业,金融业,1 year,1,0,173,32,27.76363636,1,0
26181.81818,3,5.32,722.76,A,普通企业,农、林、牧、渔业,4 years,1,4,134,8,10.65,0,0
31818.18182,3,17.127,1283.5,D,世界五百强,金融业,10+ years,1,0,144,5,25.65818182,0,1
20675.0,5,13.59,492.95,C,普通企业,交通运输、仓储和邮政业,10+ years,0,0,240,21,20.43818182,0,1
8727.272727,3,17.86,346.39,D,上市企业,建筑业,5 years,1,5,0,0,17.28,0,0
10909.09091,3,16.641,363.99,D,上市企业,文化和体育业,3 years,0,5,290,18,8.445454545,0,0
5375.0,3,13.59,186.59,C,政府机构,金融业,10+ years,1,5,773,0,8.363636364,0,0
11818.18182,3,8.82,321.74,B,政府机构,电力、热力生产供应业,3 years,2,2,307,14,7.003636364,0,0
17454.54545,3,13.33,541.65,C,普通企业,制造业,10+ years,1,0,208,28,20.32363636,0,0
10000.0,3,14.661,353.01,D,普通企业,电力、热力生产供应业,5 years,0,0,590,8,23.57,0,0
13000.0,3,13.519,433.59,C,普通企业,房地产业,8 years,1,4,517,14,17.0,0,0
18909.09091,5,25.289,450.96,F,政府机构,住宿和餐饮业,3 years,0,1,91,7,20.39727273,0,0
26181.81818,5,19.935,664.91,E,普通企业,住宿和餐饮业,< 1 year,0,0,414,0,13.88181818,0,0
15000.0,3,14.421,506.21,B,幼教与中小学校,金融业,2 years,0,0,606,4,13.22181818,0,0
6363.636364,3,13.189,232.47,B,幼教与中小学校,金融业,6 years,2,4,250,37,10.32545455,0,0
7159.090909,3,21.142,289.55,D,上市企业,信息传输、软件和信息技术服务业,,1,0,131,6,11.78,0,1
21500.0,3,23.089,809.91,E,普通企业,建筑业,10+ years,0,0,341,14,32.02727273,0,0
26472.72727,3,6.534,694.32,A,高等教育机构,信息传输、软件和信息技术服务业,10+ years,1,0,539,42,12.46090909,0,1
11818.18182,5,13.014,235.08,C,普通企业,电力、热力生产供应业,3 years,0,0,89,3,15.60272727,0,0
7977.272727,3,11.55,321.75,B,普通企业,信息传输、软件和信息技术服务业,5 years,0,0,308,0,20.19272727,0,0
16363.63636,5,18.447,494.59,D,普通企业,文化和体育业,2 years,1,4,51,13,13.5,0,0
10909.09091,3,15.389,341.73,C,上市企业,采矿业,2 years,1,0,211,19,20.51818182,0,0
8000.0,3,11.55,264.0,B,政府机构,建筑业,7 years,0,0,313,43,8.978181818,0,0
7272.727273,3,12.29,266.83,C,普通企业,公共服务、社会组织,10+ years,0,0,9,7,11.77,0,0
15000.0,3,6.741,466.53,A,普通企业,文化和体育业,6 years,1,0,116,14,27.49,0,0
13193.18182,3,12.69,540.92,C,政府机构,制造业,1 year,0,0,674,11,15.34909091,0,0
4545.454545,3,11.466,167.85,C,世界五百强,建筑业,5 years,2,1,539,42,20.55272727,0,0
9090.909091,3,18.997,357.88,D,普通企业,文化和体育业,10+ years,0,4,85,19,29.85454545,0,0
7090.909091,3,6.633,182.62,A,普通企业,制造业,10+ years,0,0,35,14,10.29090909,0,0
9818.181818,3,7.24,278.89,A,普通企业,电力、热力生产供应业,10+ years,0,4,97,12,30.49090909,0,0
6600.0,3,6.864,201.51,A,上市企业,电力、热力生产供应业,4 years,1,4,29,19,12.16,0,0
10909.09091,5,8.991,254.91,B,上市企业,文化和体育业,6 years,1,0,56,8,8.64,0,0
6000.0,3,13.332,183.0,B,普通企业,电力、热力生产供应业,10+ years,0,0,157,8,16.53545455,0,0
11454.54545,5,15.037,323.37,C,普通企业,房地产业,7 years,2,0,635,3,23.82545455,0,0
24818.18182,5,15.813,528.37,D,政府机构,交通运输、仓储和邮政业,10+ years,2,4,52,19,16.95454545,0,1
5909.090909,3,10.637,160.57,B,高等教育机构,国际组织,< 1 year,1,0,512,21,10.32,0,0
6545.454545,3,6.633,182.62,A,幼教与中小学校,信息传输、软件和信息技术服务业,4 years,1,4,92,18,15.49,0,0
1963.636364,3,17.532,66.42,E,政府机构,房地产业,,1,10,403,38,29.17272727,0,0
6000.0,3,10.91,196.18,B,普通企业,金融业,10+ years,1,0,141,13,13.18,0,0
10909.09091,3,12.12,399.26,B,普通企业,制造业,10+ years,2,0,326,17,24.02181818,0,0
4545.454545,3,10.087,159.4,B,政府机构,信息传输、软件和信息技术服务业,7 years,1,0,416,19,23.06363636,0,0
12727.27273,5,16.55,344.56,D,政府机构,金融业,9 years,0,4,722,3,34.10181818,0,1
4363.636364,3,21.087,155.74,F,政府机构,电力、热力生产供应业,3 years,0,5,79,2,10.14545455,0,0
4545.454545,3,5.841,153.23,A,政府机构,建筑业,< 1 year,1,0,32,21,27.43636364,0,0
12763.63636,3,6.03,474.8,A,普通企业,电力、热力生产供应业,10+ years,0,4,831,24,25.7,0,0
4545.454545,3,12.29,166.77,C,普通企业,金融业,10+ years,1,0,112,23,20.32727273,0,0
16363.63636,5,9.17,312.62,B,世界五百强,电力、热力生产供应业,,0,4,340,14,8.19,0,0
27272.72727,5,20.49,669.19,E,普通企业,金融业,10+ years,0,0,418,45,16.60363636,0,0
10000.0,3,10.791,365.31,C,政府机构,公共服务、社会组织,10+ years,1,4,143,8,21.10909091,0,0
9090.909091,3,12.99,336.9,C,普通企业,交通运输、仓储和邮政业,5 years,1,5,97,12,15.42545455,0,0
10909.09091,3,6.633,304.36,A,上市企业,金融业,9 years,0,0,109,21,1.374545455,0,0
7681.818182,3,24.167,248.14,E,普通企业,金融业,10+ years,0,0,541,3,11.30181818,0,0
18545.45455,3,11.539,552.47,B,政府机构,建筑业,5 years,0,5,174,7,10.9,0,0
8181.818182,3,8.541,320.29,B,普通企业,金融业,,0,0,313,43,27.46909091,0,0
7272.727273,3,5.852,240.92,A,政府机构,建筑业,10+ years,2,4,74,30,3.943636364,0,0
12272.72727,5,15.906,352.62,C,幼教与中小学校,文化和体育业,10+ years,0,0,402,0,20.99090909,0,0
29290.90909,5,14.47,631.32,C,普通企业,住宿和餐饮业,10+ years,0,0,171,8,16.96,0,0
6545.454545,3,11.47,197.78,B,政府机构,建筑业,4 years,1,0,242,8,10.02545455,0,0
10000.0,3,17.622,351.67,C,政府机构,公共服务、社会组织,4 years,0,0,328,3,16.3,0,0
15000.0,5,8.253,312.62,B,幼教与中小学校,住宿和餐饮业,5 years,0,4,483,3,28.77,0,1
20000.0,3,6.651,621.12,A,普通企业,电力、热力生产供应业,9 years,0,0,33,22,13.44,0,0
18181.81818,5,25.89,597.51,G,政府机构,公共服务、社会组织,5 years,0,5,446,36,8.336363636,0,1
12000.0,5,10.087,229.26,B,普通企业,金融业,10+ years,2,0,340,14,19.66909091,0,0
16000.0,5,16.02,389.26,C,高等教育机构,金融业,10+ years,0,4,163,21,9.567272727,0,1
14181.81818,3,13.779,417.81,C,政府机构,房地产业,8 years,1,0,76,26,21.95181818,0,0
8863.636364,3,11.49,247.29,B,普通企业,文化和体育业,2 years,1,4,324,10,15.82,0,0
17727.27273,3,8.9,476.3,A,政府机构,制造业,3 years,2,5,296,5,24.55636364,0,1
27054.54545,5,16.695,637.21,E,上市企业,公共服务、社会组织,3 years,1,0,447,30,18.18545455,0,0
10909.09091,3,8.703,321.13,B,高等教育机构,住宿和餐饮业,10+ years,1,0,0,0,7.618181818,0,0
5672.727273,3,12.12,173.02,B,普通企业,电力、热力生产供应业,5 years,1,4,188,23,22.58181818,0,0
9545.454545,3,13.779,365.59,C,政府机构,金融业,10+ years,1,0,358,21,23.85,0,0
6981.818182,3,21.18,241.72,E,政府机构,住宿和餐饮业,8 years,0,9,157,8,45.51272727,0,1
14727.27273,5,10.99,391.28,B,政府机构,信息传输、软件和信息技术服务业,< 1 year,1,0,111,8,9.736363636,0,1
10000.0,3,4.788,301.15,A,幼教与中小学校,交通运输、仓储和邮政业,,0,0,144,5,23.36,0,0
5890.909091,3,9.218,226.89,B,高等教育机构,批发和零售业,4 years,1,5,162,2,19.1,0,0
22727.27273,3,7.689,771.82,A,政府机构,信息传输、软件和信息技术服务业,1 year,0,4,156,18,19.68,0,0
11454.54545,3,7.07,432.73,A,普通企业,农、林、牧、渔业,10+ years,0,10,79,2,24.44545455,0,0
32727.27273,5,27.441,979.66,F,普通企业,公共服务、社会组织,3 years,0,0,4,3,17.14909091,0,1
6818.181818,3,15.389,213.58,C,政府机构,电力、热力生产供应业,,0,8,427,21,13.83,0,0
12545.45455,3,13.11,465.71,B,普通企业,金融业,4 years,1,4,222,12,13.64727273,0,0
20000.0,3,10.341,659.43,B,政府机构,信息传输、软件和信息技术服务业,10+ years,1,0,453,14,22.92,0,0
10636.36364,3,14.895,318.87,D,普通企业,房地产业,3 years,0,0,337,14,18.70909091,0,1
32727.27273,3,12.285,1020.24,C,政府机构,公共服务、社会组织,5 years,0,0,291,23,12.80454545,0,0
32727.27273,3,5.852,1084.14,A,普通企业,建筑业,7 years,0,0,419,14,13.27636364,0,0
26000.0,3,10.251,856.02,B,政府机构,金融业,10+ years,1,0,309,30,16.29090909,0,0
31363.63636,5,20.405,886.43,E,上市企业,农、林、牧、渔业,6 years,0,0,709,27,18.38181818,0,0
10636.36364,3,9.441,292.48,B,政府机构,电力、热力生产供应业,2 years,2,0,500,27,21.22727273,0,0
12000.0,3,10.782,365.26,B,普通企业,金融业,10+ years,0,4,359,43,36.17,0,0
9454.545455,3,12.881,264.61,B,幼教与中小学校,公共服务、社会组织,9 years,0,4,146,23,6.054545455,0,0
10909.09091,3,7.731,379.32,A,世界五百强,金融业,1 year,0,0,123,12,9.335454545,0,0
7090.909091,3,11.691,202.14,C,幼教与中小学校,采矿业,5 years,1,0,468,0,17.68090909,0,0
10472.72727,3,10.377,316.71,B,普通企业,公共服务、社会组织,3 years,2,0,215,8,15.36,0,0
18327.27273,3,7.89,525.6,A,普通企业,信息传输、软件和信息技术服务业,3 years,1,0,479,8,11.78181818,0,0
16000.0,5,28.127,474.99,F,政府机构,公共服务、社会组织,3 years,0,0,21,13,29.78181818,0,1
20454.54545,5,9.891,543.44,B,普通企业,金融业,< 1 year,0,0,97,12,24.87272727,0,0
6545.454545,3,8.496,192.03,B,幼教与中小学校,金融业,10+ years,0,0,378,39,4.909090909,0,0
8727.272727,3,7.986,247.97,A,政府机构,公共服务、社会组织,4 years,1,0,357,0,10.41545455,0,0
8181.818182,3,13.519,333.53,C,政府机构,住宿和餐饮业,10+ years,1,0,261,8,13.83272727,0,0
3927.272727,3,22.599,143.35,F,政府机构,住宿和餐饮业,2 years,1,6,7,0,30.07636364,0,0
9090.909091,3,11.421,335.45,C,高等教育机构,电力、热力生产供应业,10+ years,1,0,20,15,16.95272727,0,0
12272.72727,3,12.62,502.67,C,普通企业,批发和零售业,4 years,1,0,116,14,18.31090909,0,0
11781.81818,3,13.185,372.54,C,普通企业,公共服务、社会组织,2 years,0,0,116,14,10.9,0,0
6363.636364,3,6.804,217.94,A,政府机构,电力、热力生产供应业,4 years,1,4,150,30,14.23636364,0,0
28363.63636,5,14.949,553.35,C,世界五百强,采矿业,10+ years,0,0,139,8,22.86545455,0,0
20454.54545,3,14.685,846.57,C,普通企业,金融业,7 years,0,0,2,2,18.28,0,0
909.0909091,3,9.17,31.88,B,政府机构,交通运输、仓储和邮政业,,1,0,51,13,2.045454545,0,0
12218.18182,3,6.03,340.88,A,普通企业,建筑业,6 years,1,5,313,43,3.785454545,0,0
12000.0,5,14.99,285.42,C,普通企业,采矿业,2 years,2,0,162,2,12.49090909,0,0
17225.0,3,13.332,484.94,B,政府机构,电力、热力生产供应业,< 1 year,1,4,275,8,15.61,0,0
28636.36364,5,19.97,926.71,D,政府机构,公共服务、社会组织,1 year,0,0,157,8,16.46363636,0,0
28636.36364,5,15.99,850.95,C,上市企业,房地产业,9 years,0,0,521,24,20.27,0,0
3272.727273,3,13.189,132.84,B,普通企业,金融业,5 years,1,0,253,21,20.53636364,0,0
2800.0,3,19.92,103.95,D,政府机构,建筑业,10+ years,1,10,690,2,25.05454545,0,0
17681.81818,5,15.77,470.62,D,普通企业,金融业,1 year,0,0,480,8,23.01818182,0,0
818.1818182,3,14.883,33.95,B,幼教与中小学校,电力、热力生产供应业,2 years,0,9,399,37,5.345454545,0,1
6363.636364,3,11.53,230.94,B,幼教与中小学校,采矿业,5 years,1,0,186,9,21.27272727,0,1
16363.63636,3,10.377,593.83,B,政府机构,住宿和餐饮业,1 year,2,0,341,14,8.001818182,0,0
10861.36364,5,21.97,366.42,E,普通企业,金融业,7 years,1,0,49,12,31.81909091,0,1
18181.81818,5,25.49,592.79,E,政府机构,公共服务、社会组织,4 years,0,0,775,16,14.83636364,0,0
18550.0,5,18.81,462.02,C,政府机构,公共服务、社会组织,8 years,0,0,197,4,18.51818182,0,0
14181.81818,3,6.291,370.48,A,政府机构,电力、热力生产供应业,6 years,0,0,319,0,24.1,0,0
10909.09091,3,9.891,327.34,B,普通企业,交通运输、仓储和邮政业,3 years,1,0,143,8,25.52727273,0,1
6145.454545,3,21.989,193.23,D,政府机构,电力、热力生产供应业,10+ years,0,0,137,32,9.698181818,0,0
6545.454545,3,7.97,225.53,A,普通企业,金融业,8 years,0,2,498,32,14.58181818,0,0
1818.181818,3,23.63,78.08,F,普通企业,文化和体育业,6 years,1,7,166,8,12.73,0,0
11454.54545,5,14.661,342.62,D,幼教与中小学校,金融业,8 years,0,0,386,19,32.46545455,0,1
18000.0,3,14.64,569.08,C,世界五百强,采矿业,6 years,0,2,201,2,11.22545455,0,0
20454.54545,3,16.55,885.73,D,幼教与中小学校,金融业,2 years,1,5,309,30,17.24727273,0,0
17727.27273,3,12.683,494.86,B,普通企业,农、林、牧、渔业,10+ years,0,0,218,0,20.12,0,0
15000.0,5,12.74,339.31,C,普通企业,电力、热力生产供应业,10+ years,0,0,151,4,17.29090909,0,1
14181.81818,3,18.94,476.14,D,上市企业,信息传输、软件和信息技术服务业,5 years,1,4,32,21,4.26,0,1
9600.0,3,13.491,332.75,C,幼教与中小学校,房地产业,5 years,1,0,199,24,28.94,0,0
17727.27273,3,8.998,471.3,B,普通企业,公共服务、社会组织,10+ years,0,0,25,13,19.16363636,0,0
31818.18182,5,24.99,1027.1,F,普通企业,建筑业,2 years,0,6,132,12,7.745454545,0,0
15000.0,3,6.741,466.53,A,普通企业,采矿业,10+ years,0,5,116,14,2.65,0,0
5090.909091,3,11.539,181.99,B,普通企业,公共服务、社会组织,10+ years,1,4,197,4,6.144545455,0,0
16363.63636,5,10.99,326.07,B,普通企业,金融业,10+ years,1,0,482,32,12.74545455,0,0
35000.0,3,13.014,1204.06,C,世界五百强,住宿和餐饮业,10+ years,0,2,560,44,21.19090909,0,0
14181.81818,3,12.683,395.89,B,政府机构,房地产业,2 years,0,0,500,27,7.510909091,0,0
12000.0,3,15.015,408.1,C,普通企业,建筑业,4 years,0,0,149,22,10.18909091,0,0
24545.45455,3,25.014,1157.24,E,政府机构,建筑业,3 years,2,2,108,21,13.76363636,0,1
7061.363636,3,14.049,208.92,D,政府机构,住宿和餐饮业,,1,4,479,8,33.86,0,1
13909.09091,3,6.633,517.41,A,上市企业,电力、热力生产供应业,10+ years,0,4,438,9,15.3,0,0
38181.81818,3,12.69,1174.07,C,普通企业,公共服务、社会组织,1 year,1,0,124,13,11.27454545,0,0
7636.363636,3,8.703,224.79,B,普通企业,采矿业,4 years,1,0,171,8,16.32272727,0,0
6000.0,3,4.788,180.69,A,幼教与中小学校,交通运输、仓储和邮政业,< 1 year,0,0,851,49,38.16,0,0
18200.0,3,12.683,508.06,B,普通企业,文化和体育业,6 years,1,0,253,21,23.18,0,0
16363.63636,3,8.244,478.12,B,普通企业,住宿和餐饮业,< 1 year,0,4,147,26,20.68,0,0
8954.545455,3,15.102,350.11,C,政府机构,公共服务、社会组织,6 years,0,5,310,24,14.39090909,0,0
17727.27273,5,15.99,364.7,D,普通企业,国际组织,9 years,0,0,556,10,36.16363636,0,1
5454.545455,3,16.55,212.58,D,普通企业,文化和体育业,10+ years,1,0,342,21,16.81818182,0,0
26795.45455,5,17.091,849.38,E,幼教与中小学校,交通运输、仓储和邮政业,9 years,1,4,32,21,22.75,0,0
15654.54545,3,13.959,481.37,C,普通企业,建筑业,,1,0,25,13,16.66363636,0,0
7200.0,3,11.421,241.53,C,上市企业,金融业,3 years,0,4,189,9,18.29090909,0,0
20000.0,3,10.99,654.68,B,政府机构,采矿业,1 year,0,0,540,13,14.11363636,0,0
10472.72727,3,8.39,302.56,B,普通企业,电力、热力生产供应业,8 years,1,4,302,30,31.45090909,0,0
13090.90909,3,12.879,411.95,C,普通企业,建筑业,7 years,1,0,177,26,9.054545455,0,0
10909.09091,3,12.089,327.34,B,政府机构,电力、热力生产供应业,10+ years,1,0,253,21,16.45363636,0,0
6545.454545,3,7.35,186.23,A,上市企业,住宿和餐饮业,6 years,0,4,94,27,10.19454545,0,0
9090.909091,5,10.503,220.79,B,高等教育机构,房地产业,1 year,1,0,335,8,22.27909091,0,0
22500.0,3,6.534,852.4,A,政府机构,文化和体育业,< 1 year,0,0,238,22,10.16727273,0,0
7854.545455,3,18.25,348.27,D,政府机构,金融业,3 years,0,0,90,21,24.75,0,1
2181.818182,3,12.141,67.87,C,政府机构,金融业,9 years,2,0,38,21,26.74909091,0,1
9454.545455,3,9.99,258.1,B,普通企业,住宿和餐饮业,10+ years,0,0,230,2,3.71,0,0
28363.63636,5,13.44,551.5,C,幼教与中小学校,交通运输、仓储和邮政业,< 1 year,0,0,345,20,17.94545455,0,1
17018.18182,3,14.08,492.72,C,政府机构,住宿和餐饮业,2 years,2,0,225,18,7.865454545,0,0
8000.0,3,14.391,281.22,C,政府机构,农、林、牧、渔业,9 years,1,0,31,2,32.64,0,0
27075.0,5,17.568,710.11,D,幼教与中小学校,交通运输、仓储和邮政业,1 year,1,0,304,8,25.68,0,0
7363.636364,3,10.74,293.55,B,普通企业,住宿和餐饮业,8 years,1,0,115,8,18.45818182,0,0
16363.63636,3,8.074,465.5,A,上市企业,采矿业,8 years,0,5,31,2,14.94545455,0,0
3818.181818,3,11.691,141.5,C,普通企业,金融业,9 years,2,5,489,30,20.68,0,0
5600.0,3,10.75,182.68,B,普通企业,住宿和餐饮业,10+ years,0,8,280,9,18.96,0,0
14427.27273,3,16.29,466.85,C,上市企业,金融业,,1,0,90,21,22.50545455,0,0
6854.545455,3,11.49,191.24,B,政府机构,建筑业,10+ years,2,0,104,23,13.85181818,0,0
18327.27273,3,11.99,557.93,B,普通企业,金融业,2 years,1,4,41,25,14.00727273,0,0
3927.272727,3,13.99,164.03,C,政府机构,金融业,10+ years,1,0,505,10,13.30909091,0,0
35000.0,5,17.57,880.61,D,上市企业,信息传输、软件和信息技术服务业,10+ years,1,4,190,17,24.59090909,0,1
7200.0,3,9.75,231.48,B,政府机构,金融业,10+ years,1,0,38,21,7.227272727,0,0
9090.909091,3,12.49,334.49,B,普通企业,住宿和餐饮业,10+ years,1,0,459,8,28.49727273,0,0
24090.90909,5,16.2,647.25,C,世界五百强,交通运输、仓储和邮政业,10+ years,0,0,0,0,18.09818182,0,0
8693.181818,3,10.681,341.4,B,政府机构,电力、热力生产供应业,7 years,1,0,134,8,12.03272727,0,0
4909.090909,3,8.9,190.52,A,政府机构,文化和体育业,7 years,0,8,239,7,14.95636364,0,0
11000.0,3,10.087,350.67,B,政府机构,信息传输、软件和信息技术服务业,7 years,0,4,427,21,17.1,0,1
10636.36364,3,8.767,407.2,A,普通企业,文化和体育业,,1,5,131,6,19.16727273,0,0
3000.0,3,8.789,94.0,A,政府机构,金融业,,0,7,467,5,14.49,0,0
10000.0,3,5.499,304.72,A,普通企业,公共服务、社会组织,10+ years,0,0,574,26,13.00363636,0,0
13745.45455,5,18.689,313.08,D,普通企业,公共服务、社会组织,9 years,1,0,355,18,14.80090909,0,0
12000.0,3,9.44,384.06,B,高等教育机构,金融业,10+ years,0,0,148,11,31.49454545,0,0
7854.545455,3,6.91,274.45,A,普通企业,住宿和餐饮业,10+ years,0,0,177,26,19.15,0,0
8181.818182,5,23.595,273.08,D,普通企业,文化和体育业,1 year,2,3,58,17,10.98818182,0,1
4000.0,3,11.99,132.84,B,普通企业,房地产业,10+ years,0,2,261,8,29.77363636,0,0
7000.0,3,7.101,219.0,A,幼教与中小学校,住宿和餐饮业,3 years,1,0,271,35,22.91,0,0
28800.0,5,28.72,833.5,F,普通企业,农、林、牧、渔业,< 1 year,1,0,4,3,11.78181818,0,0
8181.818182,3,12.089,327.34,B,普通企业,采矿业,10+ years,0,4,143,8,12.6,0,0
10909.09091,5,18.205,295.34,D,政府机构,公共服务、社会组织,< 1 year,1,0,177,26,41.76,0,0
4800.0,3,17.56,172.48,D,普通企业,制造业,9 years,1,0,729,14,9.403636364,0,0
6818.181818,3,12.342,246.33,B,政府机构,国际组织,,0,0,186,9,22.98,0,0
38181.81818,5,17.568,917.97,E,政府机构,金融业,7 years,1,0,51,13,11.97272727,0,1
15000.0,5,11.649,323.08,B,上市企业,信息传输、软件和信息技术服务业,10+ years,0,4,130,33,5.009090909,0,0
6545.454545,3,11.691,269.52,B,普通企业,电力、热力生产供应业,10+ years,0,0,134,8,20.35636364,0,1
13090.90909,5,11.754,273.41,C,政府机构,农、林、牧、渔业,10+ years,1,10,134,8,5.432727273,0,0
5727.272727,3,8.074,217.23,A,世界五百强,金融业,10+ years,1,2,306,26,10.75454545,0,0
8400.0,3,15.169,286.24,C,幼教与中小学校,建筑业,5 years,1,0,563,10,24.75,0,1
25615.90909,3,16.425,786.33,D,普通企业,制造业,3 years,1,0,635,3,16.49454545,0,1
25454.54545,3,10.377,923.73,B,上市企业,公共服务、社会组织,10+ years,0,4,360,0,16.95272727,0,1
17727.27273,3,5.958,460.56,A,普通企业,农、林、牧、渔业,2 years,2,2,787,14,20.54181818,0,1
21818.18182,5,12.089,521.7,B,幼教与中小学校,信息传输、软件和信息技术服务业,1 year,0,2,235,8,9.42,0,1
16000.0,3,12.617,527.39,B,政府机构,建筑业,2 years,0,0,392,32,19.2,0,1
14181.81818,5,17.091,311.23,E,普通企业,建筑业,8 years,0,0,178,23,19.95,0,1
10022.72727,3,10.341,363.51,B,普通企业,公共服务、社会组织,,1,4,480,8,20.7,0,1
30815.90909,5,26.24,784.41,E,上市企业,金融业,3 years,0,0,196,14,14.34272727,1,0
32727.27273,5,22.491,880.37,F,世界五百强,住宿和餐饮业,2 years,0,0,185,3,20.96181818,0,0
6872.727273,3,5.841,257.42,A,普通企业,住宿和餐饮业,5 years,0,4,473,8,15.52363636,0,0
6545.454545,3,19.866,217.1,D,政府机构,公共服务、社会组织,10+ years,0,5,159,21,15.83181818,0,0
29545.45455,5,17.27,624.95,C,普通企业,信息传输、软件和信息技术服务业,10+ years,0,0,577,3,25.03636364,0,1
